function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_100,JUN_110,JUN_130,AUG_100,AUG_110,AUG_130,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K01695,819,1579,3037,2811,2743,4136,1226,823,1732,489,537,786,2549,2013,2324,1508,2472,1495
K01696,819,1578,3036,2803,2579,3956,1226,823,1721,488,537,786,2549,2012,2324,1508,2469,1471
K01698,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K01703,13655,26602,29442,19340,17432,28738,18075,9586,17197,8408,8565,13216,36270,24683,31327,21133,42636,16281
K01704,13260,25832,26741,16624,14966,24898,17029,8838,15604,7997,8103,12462,34004,22773,29152,19773,40558,14856
K01710,813,1565,3029,2803,2576,3952,1223,821,1708,488,536,785,2548,2009,2321,1505,2462,1470
K01711,418,801,2738,2722,2469,3840,1073,760,1600,424,466,756,2313,1921,2202,1378,2135,1426
K01714,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K01719,819,1578,3036,2803,2579,3956,1226,823,1721,488,537,786,2549,2012,2324,1508,2469,1471
K01724,5029,9830,11234,6243,6059,10369,7897,3988,6493,3740,3731,5579,15416,9855,12366,8942,18027,6527
K01733,8668,16842,15855,10477,9189,14836,9323,4929,9275,4335,4449,6918,18875,13028,16944,10986,22948,8403
K01736,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01737,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K01738,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K01740,545,1040,2727,2717,2538,3891,1048,748,1606,411,463,758,2268,1913,2179,1360,2091,1434
K01744,663,1295,3003,2802,2504,3901,1221,821,1695,488,535,781,2546,2006,2317,1505,2449,1461
K01749,8267,16063,15555,10380,8751,14360,9170,4866,9132,4269,4378,6888,18639,12935,16822,10856,22608,8310
K01754,669,1309,3011,2810,2671,4085,1224,823,1719,489,536,782,2547,2010,2320,1508,2459,1486
K01755,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01756,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01759,10591,20683,27602,17845,17023,28370,17736,9411,16055,8241,8317,12646,35144,23448,28969,20481,39891,15878
K01776,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K01778,3215,6202,4284,4131,2689,3991,1246,866,2632,516,643,1307,3176,3069,4429,1896,4524,1782
K01783,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K01784,11971,23250,20373,14686,11839,18830,10707,5854,11977,4915,5159,8244,22279,16175,21478,13005,27757,10208
K01790,813,1565,3029,2803,2576,3952,1223,821,1708,488,536,785,2548,2009,2321,1505,2462,1470
K01791,4928,9596,10999,6171,6107,10376,7752,3929,6402,3679,3664,5564,15199,9779,12260,8822,17728,6511
K01802,5172,10082,11255,6243,6129,10413,7891,3986,6494,3740,3731,5581,15415,9854,12364,8938,18024,6533
K01803,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01807,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01814,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01817,551,1053,2734,2717,2541,3895,1051,750,1619,411,464,759,2269,1916,2182,1363,2098,1435
K01821,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K01823,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01834,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K01845,13267,25850,26746,16625,14968,24905,17037,8840,15616,7997,8104,12464,34007,22777,29158,19777,40574,14859
K01848,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K01849,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K01858,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K01866,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01867,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01868,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01869,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01870,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01872,10914,21196,17077,11804,9227,14820,9341,4972,10173,4363,4554,7435,19500,14082,19045,11374,24990,8705
K01873,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01874,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01875,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01876,8512,16558,15821,10468,8950,14601,9318,4927,9238,4334,4447,6913,18872,13021,16937,10983,22925,8369
K01880,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01881,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01883,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01885,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01887,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01889,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01890,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01892,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01893,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K01895,8812,17107,18294,13112,11467,18452,10222,5618,10753,4684,4843,7653,20922,14858,19009,12226,24711,9779
K01897,819,1579,3037,2811,2743,4136,1226,823,1732,489,537,786,2549,2013,2324,1508,2472,1495
K01902,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01903,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01905,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K01915,13417,26129,29193,19268,17413,28705,17939,9531,17118,8347,8499,13200,36055,24611,31226,21020,42347,16260
K01916,8267,16064,15556,10388,8915,14540,9170,4866,9143,4270,4378,6888,18639,12936,16822,10856,22611,8334
K01921,418,801,2738,2722,2469,3840,1073,760,1600,424,466,756,2313,1921,2202,1378,2135,1426
K01923,3512,6772,4631,4231,2897,4236,1451,953,2765,607,721,1337,3504,3180,4601,2062,4962,1844
K01928,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K01933,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01934,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K01935,663,1295,3003,2802,2504,3901,1221,821,1695,488,535,781,2546,2006,2317,1505,2449,1461
K01937,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01938,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K01939,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01940,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01945,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01951,21237,41344,41955,26913,23675,39200,26002,13619,24626,12176,12404,19322,52318,35602,45808,30467,62747,23131
K01952,14827,28744,22005,16108,12070,18992,10945,5988,13048,5033,5346,8802,23240,17352,23768,13566,30283,10570
K01953,18662,36406,40637,25578,23487,39110,25950,13562,23682,12135,12292,18794,51641,34528,43669,30058,60615,22809
K01955,8251,16051,15524,10383,8914,14547,9151,4856,9148,4257,4375,6888,18595,12929,16801,10842,22570,8336
K01956,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01960,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K01974,7999,15542,15265,10309,8891,14500,8999,4797,9045,4196,4307,6868,18374,12849,16688,10721,22249,8309
K01975,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01989,23,31,37,6,3,0,27,12,7,13,4,2,47,11,27,18,57,1
K01990,30416,59005,49488,33900,27458,44151,27664,14729,29447,12905,13415,21747,57322,41010,54765,33447,72226,25721
K01992,22106,42979,44765,29656,26861,43749,27066,14375,26343,12590,12873,20092,54594,37536,48007,31839,64901,24659
K01995,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K01996,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K01997,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K01998,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K02003,6292,12162,8558,8277,5640,8299,2496,1736,5299,1034,1287,2612,6352,6143,8860,3798,9055,3605
K02004,3622,7000,7001,6863,5489,8199,2298,1618,4273,929,1107,2063,5444,4987,6610,3262,6622,3257
K02006,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K02007,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K02008,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K02009,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K02013,6442,12431,8583,8270,5548,8170,2498,1736,5301,1033,1288,2616,6354,6145,8864,3798,9065,3590
K02015,6041,11648,5875,5554,3079,4326,1449,986,3695,622,825,1861,4087,4232,6686,2435,6980,2164
K02016,11452,22217,19798,14512,11599,18524,10381,5718,11756,4773,5016,8191,21765,15990,21218,12730,27062,10112
K02017,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K02018,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K02019,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K02026,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K02027,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K02028,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K02029,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K02030,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K02031,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K02032,5580,10884,13969,8968,8764,14444,8948,4738,8123,4152,4195,6338,17685,11772,14548,10305,20128,7986
K02033,5730,11154,13995,8969,8836,14495,8950,4738,8136,4152,4196,6342,17687,11775,14552,10305,20141,7995
K02034,5724,11141,13988,8969,8833,14491,8947,4736,8123,4152,4195,6341,17686,11772,14549,10302,20134,7994
K02035,5574,10870,13961,8960,8597,14260,8945,4736,8099,4151,4194,6337,17684,11768,14545,10302,20118,7961
K02036,5329,10379,13707,8887,8576,14220,8801,4679,8008,4090,4127,6319,17466,11692,14438,10185,19813,7937
K02037,14862,28994,35594,21207,20615,34828,24266,12517,20771,11429,11445,17423,47783,31215,38907,27791,55168,20918
K02038,5329,10379,13707,8887,8576,14220,8801,4679,8008,4090,4127,6319,17466,11692,14438,10185,19813,7937
K02039,10078,19658,24625,15044,14591,24520,16517,8590,14373,7753,7783,11869,32600,21445,26656,18976,37455,14426
K02040,5329,10379,13707,8887,8576,14220,8801,4679,8008,4090,4127,6319,17466,11692,14438,10185,19813,7937
K02041,30,49,42,7,5,7,35,14,19,13,5,4,50,15,33,22,73,4
K02042,30,49,42,7,5,7,35,14,19,13,5,4,50,15,33,22,73,4
K02044,53,80,79,13,8,7,62,26,26,26,9,6,97,26,60,40,130,5
K02049,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02050,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02051,5574,10870,13961,8960,8597,14260,8945,4736,8099,4151,4194,6337,17684,11768,14545,10302,20118,7961
K02107,8231,16001,15506,10373,8743,14349,9132,4850,9100,4256,4372,6883,18588,12917,16786,10831,22528,8305
K02117,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K02118,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K02119,8237,16014,15513,10373,8746,14353,9135,4852,9113,4256,4373,6884,18589,12920,16789,10834,22535,8306
K02120,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K02121,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K02122,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K02123,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02124,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K02188,12843,25041,26410,16530,14691,24609,16857,8765,15477,7919,8029,12432,33724,22674,29009,19629,40180,14789
K02189,8088,15749,15485,10373,8673,14305,9138,4852,9099,4256,4372,6881,18589,12918,16788,10835,22531,8299
K02191,10173,19879,24853,15116,14540,24509,16659,8647,14451,7814,7849,11883,32816,21518,26759,19093,37747,14441
K02201,5179,10101,11261,6252,6295,10600,7899,3988,6517,3741,3732,5583,15418,9859,12370,8942,18043,6560
K02217,5411,10569,13923,8958,8520,14198,8932,4732,8061,4151,4191,6330,17678,11758,14532,10295,20082,7948
K02224,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K02227,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K02232,8238,16019,15511,10374,8745,14356,9140,4852,9112,4256,4373,6885,18591,12921,16792,10835,22544,8308
K02233,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02259,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K02274,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K02275,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K02303,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K02304,5574,10870,13961,8960,8597,14260,8945,4736,8099,4151,4194,6337,17684,11768,14545,10302,20118,7961
K02319,11070,21479,17110,11805,9302,14875,9346,4974,10199,4363,4556,7440,19503,14088,19052,11377,25010,8715
K02322,8231,16002,15507,10381,8907,14529,9132,4850,9111,4257,4372,6883,18588,12918,16786,10831,22531,8329
K02323,8231,16002,15507,10381,8907,14529,9132,4850,9111,4257,4372,6883,18588,12918,16786,10831,22531,8329
K02334,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02347,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K02377,7,18,5,1,2,7,8,2,12,0,1,2,3,4,6,4,16,3
K02379,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K02427,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K02428,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02433,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02434,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02435,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02437,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K02469,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K02470,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K02472,551,1053,2734,2717,2541,3895,1051,750,1619,411,464,759,2269,1916,2182,1363,2098,1435
K02492,10597,20687,25188,15203,14653,24625,16839,8722,14579,7891,7924,11915,33099,21620,26908,19241,38138,14487
K02493,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02500,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02501,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02503,5692,11125,14237,9045,8563,14270,9118,4809,8188,4228,4266,6360,17962,11861,14683,10447,20476,7988
K02523,8088,15750,15485,10381,8820,14455,9138,4852,9109,4257,4372,6881,18589,12919,16788,10835,22534,8320
K02528,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02548,669,1309,3011,2810,2671,4085,1224,823,1719,489,536,782,2547,2010,2320,1508,2459,1486
K02563,5411,10569,13923,8958,8520,14198,8932,4732,8061,4151,4191,6330,17678,11758,14532,10295,20082,7948
K02600,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02601,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02614,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K02626,8231,16001,15507,10373,8760,14379,9132,4850,9101,4256,4372,6883,18588,12917,16786,10831,22528,8308
K02683,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02823,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02858,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K02863,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02864,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02866,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02867,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02869,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02871,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02874,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02875,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K02876,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02877,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02881,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02883,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02885,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02886,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02889,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K02890,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02892,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02895,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02896,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02904,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02906,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02907,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02908,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02910,8244,16030,15508,10375,8898,14519,9139,4850,9132,4254,4372,6879,18577,12916,16787,10828,22545,8322
K02912,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02921,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02922,3221,6215,4291,4131,2692,3995,1249,868,2645,516,644,1308,3177,3072,4432,1899,4531,1783
K02924,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02927,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K02929,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02930,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02931,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02933,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02936,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02944,2826,5445,1591,1415,243,185,203,120,1053,105,182,554,911,1162,2257,539,2453,361
K02946,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02948,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02950,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02952,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02954,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02956,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02961,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02962,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02965,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02966,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02967,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02974,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K02975,274,539,310,94,205,245,178,75,126,78,74,28,281,100,145,148,381,61
K02976,274,539,310,94,205,245,178,75,126,78,74,28,281,100,145,148,381,61
K02977,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02978,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02979,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02982,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02983,5029,9831,11235,6251,6223,10549,7897,3988,6504,3741,3731,5579,15416,9856,12366,8942,18030,6551
K02984,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02986,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02987,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02988,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02991,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02992,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02994,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K02995,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K02996,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03014,268,526,303,94,202,241,175,73,113,78,73,27,280,97,142,145,374,60
K03041,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03042,2826,5445,1591,1415,243,185,203,120,1053,105,182,554,911,1162,2257,539,2453,361
K03044,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K03045,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K03047,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03049,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03050,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03051,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03053,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03055,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
