function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_75,JUN_90,JUN_100,JUN_110,JUN_130,JUN_160,AUG_75,AUG_90,AUG_100,AUG_110,AUG_130,AUG_160,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K01685,4004,3644.5,3430,1302.5,323,183.5,3272.5,3031,3735.5,3269,2634,188,2664,1980.5,2550,1754.5,1077.5,157,4661.5,2293.5,5619,4501.5,3304,297
K01686,984.5,913,269,109.5,119,82,340.5,511.5,593,512,338,58.5,422.5,334.5,527.5,362,288,49,417.5,237,635.5,455.5,464,65
K01687,20830.9,18621.66,17007.16,12243.98,9028.25,5599.33,17038.83,15181.41,19778.5,15734.5,17567.5,6232.58,11644,8513.88,11616.57,8689.58,9536.98,2822.63,16780.16,11509.42,25930.67,19468.08,14259.92,5633.58
K01689,15983.7,14130.16,14111.16,18436.28,17041.25,9956.33,12539.83,11532.91,13977,12941.5,23612.5,14613.58,7621,5774.98,7952.87,8583.58,18074.28,3314.23,11407.66,12148.92,21734.17,14175.58,9956.42,12986.58
K01690,5687.2,5042.83,1708.33,1054.45,621.75,335.5,1835.5,2237.58,2397.83,2598.83,1930.83,1451.75,1876,1458.98,1932.2,1564.25,1717.95,1290.23,2738.33,1329.42,3626.17,2597.08,2143.25,602.08
K01692,4499.7,4323.33,4382.83,8049.78,5134.25,2913.33,4234.33,3748.58,3554.67,4671.17,4994.67,2198.08,2537,1935.65,3069.37,3085.08,3656.28,1991.9,4237.83,3278.5,7696.5,4203.5,3108.17,1935.75
K01693,13991.2,12511,12513.5,15996.45,14966.75,8676.5,10583,9477.25,12285,10601,21830.5,14167.25,6838,5167.15,7233.7,7719.25,16900.45,2797.9,9952.5,11041.25,19057,12244.25,8466.75,12368.75
K01694,1500,1403,2440,856,25,16,1756,1236,1845,1138,1591,74,1271,869,1201,761,452,9,2273,1407,3232,2659,1657,139
K01695,15827.2,14030.16,13399.66,16781.78,15870.25,9418.33,12090.33,11068.41,13501.5,12319.5,22675.5,14358.08,7414.5,5616.98,7799.87,8223.08,17366.78,3213.23,10983.66,11628.92,20821.67,13638.58,9657.92,12641.08
K01696,15869.2,14066.16,13581.66,17055.78,16203.25,9623.33,12317.33,11288.41,13736.5,12648.5,22815.5,14445.08,7497.5,5683.98,7866.87,8374.08,17634.78,3276.23,11193.66,11743.92,21052.67,13888.58,9825.92,12769.08
K01697,2307,1783.66,848.66,575.66,146,92.66,1627.16,1986.66,1471.34,2020.34,863.34,108.66,720,531.5,680.84,557.66,451.66,185,1111.16,656,1830.5,1492,1417.84,159.5
K01698,15873.7,14077.16,13384.16,16626.28,15828.25,9417.33,12077.83,11126.91,13580,12354.5,22609.5,14411.58,7452,5656.98,7803.87,8224.58,17342.28,3199.23,11045.66,11593.92,20677.17,13664.58,9694.42,12675.58
K01703,15851.2,14021.16,11207.66,9112.78,8794.25,5710.33,11675.33,10650.41,12707.5,11165.5,11951.5,5927.08,7359.5,5456.98,7335.87,5930.08,7569.78,2869.23,10958.66,7635.92,17666.67,12982.58,9583.92,5214.08
K01704,15922.2,14099.16,13462.66,16687.78,16724.25,9987.33,12255.33,11218.41,13624.5,12435.5,22655.5,14424.08,7495.5,5684.98,7846.87,8249.08,17400.78,3435.23,11206.66,11628.92,20847.67,13763.58,9762.92,12748.08
K01706,5,5,27,20,2,1,5,5,10,10,9,2,6,8,3,6,3,0,14,17,30,18,22,2
K01707,3,4,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,8,16,11,20,1
K01709,1091.7,1009,1346,855.7,334,198.5,2009.5,1433,1481,1716,1646,148.5,768.5,568.4,732.7,606.5,518.2,47.4,1316,745,2417.5,1515.5,956,223.5
K01710,13986.4,12336.33,11361.83,9384.98,9543.75,6309.83,12606.33,11634.58,13506.17,12640.67,12559.17,6191.08,7584,5668.05,7574.57,6214.08,7920.98,3048.8,11619.33,8063,18626,13845,10133.67,5681.25
K01711,22044.5,19411.33,14401.33,6822.83,7183,4787.33,14680.83,12992.33,19011.17,12615.67,14419.67,1868.33,9949,7303.5,9872.17,6725.83,5842.83,1677,12354.83,9229.75,20800.5,16181.25,12401.92,2397.5
K01712,2639,2269.83,2656.83,4437.33,5021.5,3203.83,2616.33,2611.33,2125.67,3197.67,3116.17,944.83,1206,932.5,1262.17,1542.83,2159.33,1114.5,2277.83,1911.5,4552.5,2905,2022.17,1297.5
K01713,9156,8195,6241,2977,919,375,4826,4309,6716,4064,5601,428,3741,2655,3650,2449,2022,72,4681,3624,8024,6064,4396,539
K01714,28686.9,25696.49,23318.99,23504.48,18746.25,10709.83,22298.33,20096.24,25071.33,21914.33,32379.33,15291.08,14413,10767.21,14632.07,13201.58,21703.48,3515.96,21203.99,18206.09,36329.84,25369.91,18371.92,13867.41
K01715,3625.5,3061.33,1810.83,1503.33,5358.5,3962.33,2633.83,3052.33,2910.17,3572.17,1747.67,1015.83,1856,1466.5,1751.17,1533.83,1553.83,1414.5,3165.83,1425.5,3580.5,2849,2370.17,1569
K01716,13364.7,11938.83,10965.83,13386.7,11017.5,6078,9220,8150.33,11263.83,9199.83,20068.83,12427,6144,4630.23,6539.2,6931,15555.7,1164.23,8620.33,10069.17,16819.67,10778.33,7641,11185.83
K01719,12113.7,10643.83,11334.33,13896.03,11499,6392.33,10261.33,9563.83,12131.67,10686.17,20693.17,14891.83,6428.5,4818.4,6866.87,7235.83,16312.03,3397.4,9411.83,10405.75,17430,11460.25,8207.92,11910.5
K01720,7274,6502.66,6196.66,1948,376,238,6370,5008.66,7569.66,4730.66,5650.66,364,3956,2819.66,3843,2556,1874,106.66,5270.66,3778.34,8749.34,6943.66,5124,477.66
K01721,3545,3244,2094,2015,997,399,2176,2609,3067,3319,2252,262,2396,1900,2500,1842,1413,78,3861,1639,3913,2754,2120,301
K01724,14801.7,13123.66,9985.66,7004.03,3920,2468.83,10374.33,9281.16,11738.5,9740,10391.5,4023.33,6724.5,5021.23,6753.37,5233.33,6174.03,789.73,9819.66,6856.92,15840.67,11752.08,8771.42,3835.33
K01725,75.2,69,136.5,335.95,560.75,556,252.5,318.25,229,299.5,561.5,1910.25,170,89.65,250.2,278.75,1067.95,1174.4,70,190.25,383.5,249.75,113.75,592.25
K01729,202.5,157.32,31.32,10.16,1,2.66,41.66,54.32,41.5,46,22.5,4.66,25.5,30.66,31.84,26.66,18.66,2.66,48.82,41.84,86.34,282.66,71.34,10.16
K01733,16553.2,14745.16,14651.66,19156.78,17897.25,10515.33,13151.33,12017.41,14362.5,13588.5,24493.5,14818.08,7939.5,6061.98,8292.87,8844.08,18435.78,3491.23,11891.66,12597.92,22870.67,14775.58,10371.92,13286.08
K01734,736.5,661.33,448.83,283.5,182,132,398.5,490.33,366.83,581.33,309.83,72.5,211.5,168.83,220.5,182,179.5,67.83,489.33,256.17,719.67,629.83,459.5,108.33
K01735,16225.5,14268.16,13744.16,17314.08,16152.25,9433.33,12602.83,11656.91,14053,13022.5,23227.5,14597.58,7653,5864.58,8035.67,8486.58,17759.08,3251.83,11398.66,11984.92,21438.17,14188.58,10133.42,12899.58
K01736,16105.7,14274.16,13802.16,17722.28,16966.25,10061.33,12470.83,11454.91,13904,12895.5,23273.5,14711.58,7572,5754.98,7935.87,8541.58,17996.28,3433.23,11283.66,12003.92,21507.17,14079.58,9985.42,13157.58
K01737,5548.7,4754.16,7253.66,15066.11,17119.75,10325.16,7454.16,7107.91,6502.34,8765.34,17754.84,14490.41,2939.5,2381.65,3282.54,5485.41,15963.11,3589.9,5139.66,7891,12499.5,7108,4742.34,12916.25
K01738,13543.4,11994.83,9479.33,6490.65,5577.75,3491.5,9073.5,8307.58,10482.83,8437.83,9037.83,2540.75,6512,4810.38,6598.4,4912.25,4796.15,2420.63,9356.33,6360.42,14791.17,11148.08,8194.25,2133.08
K01739,5047.7,4426.66,1448.16,745.45,467.25,230,1519,2009.91,2193.16,2334.16,1616.66,1378.25,1732,1337.81,1801.7,1318.25,1254.95,1256.06,2736.66,1144.84,3100.34,2402.16,1954,540.91
K01740,15581.6,13902.16,9763.66,5483.18,3287.75,1961.83,10203.33,9363.91,11703,9665,9709,2975.58,7028.5,5032.28,7245.77,5150.58,4728.68,1779.03,9940.16,6419.67,15596.17,11623.33,8913.67,1861.08
K01744,885.2,838.5,977,297.45,129.25,52,1644.5,1280.25,1219,1328.5,1245,1285.25,648.5,435.15,674.2,522.25,694.95,1079.9,1035,428,1542.5,1070,715.5,432.25
K01745,2716,2317.49,2533.99,4517.33,6018,3678.33,2460.33,2710.99,2182.83,3218.33,2904.33,1136.83,1172.5,919.16,1168.67,1659.83,2702.83,1369.16,2112.49,1953.34,4283.34,2954.66,1997.67,1558.16
K01749,15482.7,13689.83,12633.33,15063.45,14940.25,9055,11691.5,10700.58,13245.33,11852.83,21663.83,14239.75,7245.5,5520.48,7625.2,7950.75,16798.45,3149.23,10780.33,11132.42,19787.17,13247.08,9443.75,12441.58
K01750,12324.7,10915.5,4853.5,4208.95,2437.25,1204.5,4451.5,5332.25,6125.5,6773.5,5317,1899.25,4683.5,3684.65,4727.7,3800.75,3373.45,1325.9,7500.5,3709.5,9413.5,6370,5054.5,1235.75
K01751,10976,9749.5,6924.5,1873.5,197,107.5,6795,6094,8847,6146,6104,352,5127,3756.5,5005,3266,2129,68,7123.5,4056.5,9926.5,7796,5759,406
K01752,4696.2,4191.66,3341.16,3266.53,2191,1127.83,4211.83,4449.66,4282,5040,3596.5,567.83,2618,1935.23,2591.37,2263.83,2216.53,392.73,4261.66,2335.17,5980.67,4339.33,3177.17,739.83
K01754,18491.2,16637.16,12386.16,20366.78,17771.25,9767.33,11180.83,11886.41,12336,14750.5,22774.5,14752.08,7950.5,6375.98,8382.87,9549.58,19184.28,3563.23,13124.66,11718.92,21696.17,12913.08,9521.92,13151.08
K01755,15738.2,13962.83,13290.33,16530.78,15858.25,9445.33,11962.33,11038.08,13491.67,12255.17,22528.17,14387.58,7403.5,5613.15,7747.87,8161.58,17299.78,3216.4,10907.83,11507.25,20454.5,13401.25,9575.42,12657.25
K01756,15822.7,13955.16,13581.16,17484.28,16888.25,9999.33,12263.83,11322.91,13800,12686.5,23028.5,14693.58,7511,5703.98,7853.87,8465.58,17889.28,3417.23,11200.66,11899.92,21186.17,13916.58,9856.42,13099.58
K01758,233,197,392,875,554,298,366,294,277,453,624,192,192,171,258,272,454,224,215,287,691,367,237,265
K01759,13887.4,12583.99,10913.99,9804.9,6549.5,3656.5,10136,9270.99,11650.99,9908.99,11808.99,4335.5,6999,5158.79,6923.4,5642,7075.9,1213.79,10416.49,7413.26,16819.51,12005.24,8203.25,4263.49
K01760,13971.2,12289.82,8881.32,4968.11,1893.25,922.16,8960.66,8226.07,10314.5,8288.5,8601,1948.41,5708.5,4124.31,5676.04,4042.91,3679.61,1418.06,7715.82,5578.34,13391.84,10049.66,7714.84,1297.41
K01761,1498,1261.49,832.49,1280.33,1897.5,1367.83,808.33,1056.99,854.33,1316.33,705.83,316.83,427,299.16,511.17,645.83,875.33,455.16,806.49,639.84,1397.84,1080.66,814.17,474.16
K01762,4,1,0.5,0,0,0,9.5,14,17.5,15,5,0,9,11,9,8.5,6.5,0,8,1,4.5,7.5,7,0
K01768,2512.8,2510.16,5068.66,12782.38,13015.75,7760.83,3723.83,3296.91,2749,4310.5,8617.5,9108.08,1947.5,1384.18,2163.47,3073.58,8377.88,3059.93,3169.66,4478.17,8134.17,4083.33,2226.67,8147.58
K01770,3100,2952.33,6313.83,14534.5,15459.5,9227.5,5218.5,4567.83,4560.33,6010.83,16425.83,12837.5,1987.5,1656.33,2363,4734.5,14972,1899.83,3583.83,7013.42,9948.17,5107.08,2905.25,12016.33
K01772,15473.7,13742.16,12866.16,15951.78,12889.75,7050.33,11445.83,10513.41,13042,11697.5,22808.5,16390.08,7134,5382.48,7493.87,7945.08,17591.78,4572.23,10495.66,11406.92,20119.17,12958.58,9285.42,12748.08
K01775,9944.7,8938.49,8286.49,15761.28,16523.25,9740.33,7739.83,7742.24,7696.83,9610.83,18776.83,14435.08,4279,3414.81,4812.87,6616.08,16636.28,3358.06,7151.49,8721.59,14549.34,8406.91,5790.92,12763.41
K01776,7079.2,6067.66,3168.16,4658.78,5684.75,3732.33,3303.33,3906.91,3775,4506,4109,5090.08,2497.5,1924.98,2686.87,2539.58,4304.28,2308.73,4010.16,2639.92,5667.67,4020.08,3269.42,4115.08
K01778,15799.7,13957.16,13400.16,16860.28,16155.25,9628.33,12160.83,11209.91,13694,12519.5,22693.5,14435.58,7468,5651.98,7819.87,8332.58,17551.28,3279.23,11138.66,11688.92,20890.17,13789.58,9775.42,12779.58
K01779,6008,5325.83,5139.83,1592.08,190.25,85.83,4747.33,4063.58,6462.67,3826.67,4797.67,1503.08,3660.5,2650.75,3516.67,2193.08,1817.08,1238,4981.83,3228.5,7006,5816.5,4180.67,682.25
K01781,246,256,35,3,2,0,47,51,54,59,55,0,48,32,44,37,26,1,49,40,132,69,92,7
K01782,5352.7,4706.83,1643.83,1025.45,1155.25,792,1467,1905.58,2149.33,2304.33,1614.33,1483.25,1744,1316.48,1815.2,1379.25,1338.95,1410.23,2696.33,1247.42,3198.67,2321.58,1916.75,746.08
K01783,16029.7,14190.16,11542.16,10127.28,8992.25,5722.33,11877.83,10879.91,12989,11624.5,12582.5,6139.58,7446,5535.98,7449.87,6222.58,8143.28,2854.23,11019.66,8004.92,18317.17,13290.58,9801.42,5567.58
K01784,23693.1,20994.99,17751.99,16082.18,13718.75,8575.33,19190.83,17030.74,20584.33,18037.33,20347.83,9492.08,11548,8529.11,11673.27,9644.58,12922.68,3765.86,16734.49,12550.59,28653.34,20652.91,15061.42,9318.91
K01785,5329.2,4730.32,4193.82,2104.03,1019.5,634.33,4365.83,4368.82,4810.66,4812.16,3409.66,293.83,3338.5,2488.39,3327.37,2350.33,1568.03,355.39,5821.32,2947.51,7168.01,5859.49,4245.17,475.99
K01787,71.5,44,18.5,8,177,112,48,61.5,44.5,72.5,25.5,39,35,19.5,20,15.5,26.5,76,46,6,39.5,55,48.5,43
K01788,32,32,14,15,19,11,62,80,36,22,34,7,8,11,14,12,22,7,3,17,32,9,31,7
K01790,10914.1,9638.33,8380.83,8161.93,9412.5,6236.33,8519.33,7729.83,7951.67,8744.67,9135.17,7184.83,5212.5,3855.2,5175.27,4554.83,6903.43,4063.2,9023.33,5969.25,14247,10126.25,7211.92,5734.5
K01791,1744.7,1496.5,1442.5,1979.45,4491.25,3384.5,1824,2052.25,1573.5,2280,1667.5,2616.75,869,658.65,824.7,1060.25,2148.45,2097.9,1537,1052.5,2542,1867,1358.5,1676.25
K01792,256,194.33,82.33,141,523,601,273,339.33,269.83,232.33,209.33,613.5,142,114.83,160,161.5,356,146.83,172.83,110.42,316.67,383.08,272.25,195.83
K01796,321.5,320,415,1009.5,561,328.5,498.5,357,292,420,428,80.5,157.5,140,244.5,308.5,341,227,324,344,747.5,405.5,303,141.5
K01799,13220,11727.5,7607.5,2050.5,161,83.5,7776,7190,10277,7410,6899,416,6185,4604.5,6115,4023,2598,67,8611.5,4898.5,11773.5,9262,7187,456
K01800,472.7,400.33,171.83,65.7,9,7,92.5,96.33,124.33,137.83,98.83,5.5,145,75.73,120.2,82.5,39.7,6.23,124.33,109.17,212.67,140.33,137.5,11.33
K01801,140.5,144.33,416.33,839.5,579,330.5,270.5,197.33,188.83,249.33,328.33,67,149.5,127.83,208.5,237,273,228.83,304.83,313.67,638.67,471.83,176.5,126.33
K01802,20369.9,17882.32,12943.32,9402.81,7353.25,4049.66,12131.66,11432.57,15574.5,12012.5,13491,5217.91,8998,6597.21,9082.24,6728.91,7535.31,2953.46,12484.82,8660.59,19159.84,14272.41,10546.09,4995.91
K01803,16045.7,14196.16,11511.16,10057.28,8807.25,5569.33,11828.83,10803.91,12890,11471.5,12640.5,6391.58,7414,5515.98,7414.87,6131.58,8079.28,2798.23,10969.66,7975.92,18220.17,13207.58,9762.42,5775.58
K01804,13.5,7,6.5,9,238,184,13,18.5,14.5,17.5,5.5,44,15,7.5,8,8.5,26.5,94,9,1,7.5,14,13.5,44
K01805,5907.5,5086.83,1660.83,459,381,290.5,2058.5,2751.83,2791.83,3040.33,1479.33,163,2053.5,1577.83,2102.5,1529.5,920,158.83,3189.83,1318.17,3511.17,2879.83,2518.5,232.83
K01807,3711.2,3448.33,5695.33,13009.7,11380,6148.5,4744.5,4320.33,4773.83,5664.83,15809.33,12218.5,2509,2019.73,2947.7,4881,14547.7,1110.73,3937.33,6851.42,9421.17,4768.58,2845.25,10930.33
K01808,9899.5,8628.33,8056.33,5021.58,5664.75,3918.33,8002.83,7220.58,9233.17,7426.17,7583.67,2569.08,5063.5,3750.25,4906.67,3746.58,3765.08,2324.5,7537.83,5305,12138,9479.5,7043.67,2274.75
K01809,7875.5,6949.66,6781.16,3742.66,2321.5,1402.16,6106.16,5587.16,7730.34,5343.84,6135.34,723.66,4176,3023,4117.84,2855.16,2589.16,565.5,5495.16,4254,9078.5,7383.5,5485.84,1031.5
K01810,18640.5,16382.16,14847.16,17110.08,16196.25,9645.33,12864.83,12118.91,16409,13007.5,24240.5,14609.58,8599,6482.58,8964.67,8966.58,18032.08,3285.83,11545.66,12664.92,22001.17,15001.58,10852.42,12859.58
K01811,77,61,90,62,180,121,145,124,115.5,195,95,41.5,90,80.5,94,71.5,68,79.5,172.5,79,162.5,252,103.5,50.5
K01812,1394.5,1211,434,154.5,350,255,657.5,1051.5,1006,1029,476,103.5,610.5,488.5,671.5,496,364,131,771.5,387,934.5,791.5,842,133
K01813,13,11,4,4,106,106,6,7,5,5,0,15,12,5,5,5,9,43,21,9,21,24,33,16
K01814,16332.9,14414.66,12970.16,15363.98,15042.75,9122.83,12279.83,11478.91,14051,12788,22088.5,14313.58,7909,5993.88,8270.57,8443.08,17343.98,3186.63,11799.66,11533.92,20811.17,14087.08,9957.42,12534.08
K01815,182,166,43,13,84,61,123.5,167.5,106.5,121,50.5,17.5,66,56.5,57,46,43,43,144,51.5,218.5,157.5,113,27.5
K01816,6499.2,5613,2066,976.2,302,216,2790.5,3214.5,3228.5,3703.5,2038,224.5,2437.5,1859.9,2462.2,1876.5,1462.2,94.4,3584.5,1686.75,4454,3403.75,2953.75,284
K01817,16024.7,14244.83,13580.33,16868.78,15877.25,9422.33,12257.83,11253.58,13694.67,12550.67,22741.67,14363.58,7514.5,5704.65,7899.87,8295.58,17421.78,3214.4,11179.83,11682.25,21017.5,13742.75,9791.92,12667.25
K01818,19,13.33,3.33,2.33,44,34.33,6.33,9.33,3.67,5.67,1.67,10.33,14,6,7.67,6.33,6.33,25,10.33,1,7,15,16.67,13
K01820,16.5,11,10,1.5,0,0,29.5,29.5,35,31,28,1.5,26.5,27.5,40.5,17,19,0,15.5,2,9.5,16.5,16,1
K01821,130.7,100.5,248,370.95,1045.25,656.5,284,219.25,196,234.5,497,1366.75,175,106.15,225.7,166.75,551.95,1282.9,163,176,436,256.5,152.5,521.75
K01822,10,9,3,0,0,1,16,17,11,9,3,1,27,11,79,17,10,1,5,1,5,5,4,1
K01823,7048.5,6075.33,2036.83,1045.33,1655.5,1066.33,2425.83,3387.33,3447.17,3890.17,1894.67,389.83,2317,1796.5,2428.17,1913.83,1485.83,597.5,3314.83,1529.5,3975.5,3035,2771.17,496
K01825,493,531.83,880.83,1623,888,346,489.5,440.33,351.83,559.83,1020.33,169.5,241,158.83,214.5,322,602.5,44.33,365.83,545.92,1064.67,594.58,280.25,243.33
K01826,975,868.83,562.83,219.5,133,91.5,570,735.33,863.83,893.33,606.33,46.5,624,475.33,836,512.5,296,25.83,870.33,416.17,1089.67,871.33,574.5,60.83
K01834,7070.6,6254,6281,3360.6,1305,733,5922,4694,7127,4505,5938,523,3988,2772.2,3972.6,2681,2149.6,364.2,5168,4122,9263,7046,5183,729
K01835,2224.7,1968.33,2297.33,5165.45,5038.75,2937,2147,2475.58,2143.83,2900.83,3968.33,5044.75,1248.5,955.48,1378.7,1707.75,4426.45,2039.23,2001.33,2213.42,3925.17,2592.58,1832.25,4045.58
K01838,783,579.83,330.83,591.33,352.5,203.83,657.33,761.83,552.67,749.17,356.67,46.33,241.5,170,233.17,254.33,220.33,48.5,344.33,312,799.5,585,525.67,64.5
K01839,2765.2,2507.83,1901.83,973.7,387,224.5,2671,2488.33,2770.83,2947.33,1719.33,115.5,1808,1382.73,1740.2,1301.5,810.2,67.23,3029.33,1144.17,3357.67,2651.33,1920.5,151.83
K01840,2999,2658.83,2153.33,3337.83,4255,3306.33,2474.83,2717.33,2270.67,3252.67,2312.17,1561.83,1252,982,1194.17,1600.83,2553.33,967,2260.83,1667.75,3949,2816.75,2199.92,1359.5
K01841,96,70,219,171,157,101,397,266,225,344,447,19,136,113,132,106,88,22,329,216,708,404,224,46
K01843,607.2,471,611,653.2,1506,1050,1114,989,767,1051,913,322,586,443.4,640.2,475,450.2,383.4,1060,543,1563,1206,783,589
K01845,4636.5,4104.99,6958.99,14582.58,16150.25,9642.83,6537.83,5929.24,5477.33,7236.83,17061.83,14129.58,2563,2095.41,2961.67,5135.58,15340.08,3165.16,4607.49,7365.09,11189.34,6151.91,3918.42,12334.91
K01846,0.5,0.5,4,20.75,71.25,23.5,4,11.25,13,28.5,255,1240.75,0,0.75,1.5,18.75,372.75,1045.5,0,23,13,3.5,0.5,363.75
K01847,9241.4,8051.82,3477.82,3071.22,3290,2041.82,4006.32,5054.32,4508.68,5811.68,3215.68,625.32,3119,2357.3,3160.08,2624.32,2419.72,1064.8,5187.82,2628.5,7041.5,4912,4338.68,902
K01848,595,595,621,1394,2920,2188,746,677,635,896,918,683,276,254,282,468,793,644,530,580,1334,769,539,990
K01849,298,291,565,1368,2918,2188,655,566,507,767,810,678,202,186,215,409,748,643,443,524,1147,662,407,982
K01852,1,2.5,12,38.5,35,18.5,8.5,6,14,25,44,33,1.5,1.5,4,13.5,38.5,3.5,2.5,37,31.5,16.5,3.5,45.5
K01854,201.5,162,25.5,13.5,227,148,17.5,9,11,16.5,30.5,56.5,42,27,110,103.5,61.5,159.5,2,4.5,16,14,10.5,41
K01856,203.5,162,26.5,6.5,1,3,0.5,1,3,4.5,0.5,0.5,10,11,11,12.5,5.5,2.5,13,9.5,19,14,28.5,1
K01857,1391,1266.5,504.5,164.5,65,53.5,542,717,845,824,465,55,650,492.5,674,516,330,26,977.5,395.5,1051.5,755,755,56
K01858,165.4,118,298,384.4,534,439,406,261,166,242,170,92,210,91.8,242.4,164,154.4,119.8,285,116,303,289,202,185
K01865,1.5,1,14,33.5,2,1.5,11.5,14,10,14,32,5.5,1.5,2,2.5,11.5,14,1,9,28,32.5,16.5,7,13.5
K01866,15964.7,14146.16,13488.16,16879.28,16153.25,9625.33,12249.83,11282.91,13730,12567.5,22703.5,14411.58,7502,5678.98,7841.87,8341.58,17562.28,3280.23,11170.66,11708.92,20934.17,13831.58,9824.42,12763.58
K01867,15967.7,14116.16,13746.16,17738.28,16978.25,10050.33,12436.83,11418.91,13888,12869.5,23248.5,14731.58,7547,5732.98,7908.87,8532.58,17990.28,3426.23,11275.66,11995.67,21495.67,14068.33,9959.17,13149.58
K01868,15788.7,13940.16,11512.16,10127.28,8991.25,5722.33,11843.83,10835.91,12932,11564.5,12508.5,6138.58,7388,5494.98,7380.87,6183.58,8109.28,2853.23,10986.66,7969.92,18194.17,13229.58,9714.42,5560.58
K01869,16056.7,14205.16,11590.16,10290.28,9114.25,5762.33,11894.83,10894.91,12999,11637.5,12746.5,6442.58,7442,5536.98,7431.87,6239.58,8308.28,2861.23,11039.66,8065.92,18352.17,13303.58,9819.42,5875.58
K01870,12765.7,11322.16,13181.16,17664.28,16976.25,10045.33,12168.83,10904.91,13372,12325.5,22860.5,14699.58,7124,5405.98,7506.87,8202.58,17747.28,3424.23,10705.66,11719.92,20503.17,13481.58,9356.42,13110.58
K01872,15876.7,14035.16,13593.16,17482.28,16659.25,9835.33,12366.83,11331.91,13752,12695.5,23117.5,14669.58,7490,5690.98,7864.87,8408.58,17743.28,3356.23,11176.66,11871.92,21325.17,13926.58,9855.42,13027.58
K01873,16215.7,14410.16,13537.16,16962.28,16457.25,9773.33,12323.83,11358.91,13807,12664.5,22850.5,14536.58,7556,5719.98,7888.87,8405.58,17660.28,3354.23,11225.66,11820.67,21153.67,13923.33,9956.17,12924.58
K01874,16212.7,14433.16,14496.16,19266.28,17826.25,10360.33,12732.83,11689.91,14123,13250.5,24149.5,14870.58,7717,5852.98,8061.87,8777.58,18507.28,3462.23,11491.66,12418.92,22257.17,14391.58,10055.42,13357.58
K01875,16035.7,14236.16,14336.16,19041.28,17536.25,10176.33,12656.83,11570.91,13962.5,13052.5,24027.5,14821.08,7634,5797.48,8013.87,8659.08,18280.28,3398.73,11414.16,12323.92,22127.67,14381.58,9996.92,13245.08
K01876,12664.2,11190.49,10798.99,9720.11,9565.25,6132.66,11473.16,10247.74,12298.17,10788.17,11916.17,6184.41,6936.5,5142.48,6884.04,5720.41,7669.11,3015.23,10323.49,7576.92,16955.17,12505.58,9052.09,5551.58
K01878,13560.2,12108.33,12277.83,15758.45,14575.75,8319.5,10193,8991.58,11951.83,10152.33,21609.83,14092.75,6583,4984.98,6906.7,7446.75,16720.45,2878.73,9514.33,10848.92,18541.17,11857.58,8090.25,12305.58
K01879,13558.2,12103.33,12254.83,15624.45,14291.75,8042.5,10187,8990.58,11950.83,10148.33,21604.83,14082.75,6578,4976.98,6888.7,7429.75,16653.45,2708.73,9513.33,10836.92,18532.17,11852.58,8088.25,12279.58
K01880,2286.5,1885.83,1340.33,1699.83,2073.5,1525.83,2007.83,2258.33,1784.17,2484.17,1481.67,552.83,920,714,956.17,954.83,1008.83,482.5,1609.33,1006,2609,1981,1683.17,731
K01881,15604.7,13779.49,13333.49,16643.28,15865.25,9444.33,12129.83,11132.24,13536.33,12336.83,22557.83,14419.58,7398,5618.31,7757.87,8193.58,17313.28,3215.56,11030.99,11567.59,20656.84,13634.91,9632.42,12680.91
K01883,16346.7,14553.16,14549.16,19448.28,19553.25,11522.33,12847.83,11790.91,14202,13357.5,24254.5,15134.58,7745,5879.98,8098.87,8839.58,18713.28,3882.23,11567.66,12522.92,22482.17,14507.58,10173.42,13731.58
K01884,2.5,0.5,0,0,0,0,0.5,0,1,1,1,0,0.5,1,1,0.5,0.5,0,2.5,4,7,10.5,11.5,0
K01885,20774.4,18439.16,14896.66,17948.73,16964.5,10064.33,13761.83,13203.16,15712,14939,24310.5,15840.33,9217,7040.63,9603.57,9679.33,18747.23,4609.13,14003.16,12698.42,24012.67,15812.08,11366.92,13382.33
K01886,3649,3222.66,6131.16,13700.08,14837.25,8790.83,5434.33,5098.41,4790.5,6382.5,16412.5,13959.08,2157.5,1743.08,2512.67,4639.08,14874.58,2854.83,3845.16,7000.42,9963.17,5274.58,3172.92,12144.08
K01887,15073.7,13388.16,13331.16,17413.28,16655.25,9833.33,12047.83,11079.91,13402,12488.5,22889.5,14645.58,7266,5522.98,7662.87,8280.58,17661.28,3356.23,10855.66,11473.92,20532.17,13321.58,9214.42,13002.58
K01889,15545.7,13656.16,10709.16,8359.28,7834.25,5209.33,11445.83,10455.91,12571,11005.5,11498.5,5983.58,7200,5360.98,7213.87,5827.58,7371.28,2749.23,10670.66,7430.92,17224.17,12772.58,9481.42,5270.58
K01890,15983.7,14162.16,13773.16,17714.28,16948.25,10017.33,12384.83,11393.91,13863,12844.5,23212.5,14685.58,7554,5731.98,7911.87,8520.58,17970.28,3420.23,11256.66,11974.92,21424.17,14035.58,9899.42,13124.58
