ASV,Domain,Phylum,Class,Order,Family,Genus
BACT328,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT329,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT330,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT331,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT332,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,053A03-B-DI-P58,053A03-B-DI-P58_ge
BACT333,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT334,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_fa,OM182_clade_ge
BACT335,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
BACT336,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT337,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT338,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT339,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT340,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
BACT341,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT342,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT343,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BACT344,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
BACT345,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT346,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT347,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT348,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT349,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT350,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT351,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge
BACT352,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified
BACT353,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina
BACT354,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT355,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT356,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
BACT357,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT358,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT359,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT360,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT361,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902
BACT362,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_fa,OM182_clade_ge
BACT363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT364,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT365,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
BACT366,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT367,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group_fa,Arctic97B-4_marine_group_ge
BACT368,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT369,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT370,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT371,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT372,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BACT373,Bacteria,Marinimicrobia_,Marinimicrobia__cl,Marinimicrobia__or,Marinimicrobia__fa,Marinimicrobia__ge
BACT374,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified
BACT375,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
BACT376,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge
BACT377,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT378,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT379,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
BACT380,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
BACT381,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT382,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT383,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT384,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
BACT385,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT386,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured
BACT388,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT389,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT390,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT391,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT392,Bacteria,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter
BACT393,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified
BACT394,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
BACT395,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified
BACT396,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT397,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT398,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT399,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT400,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2169,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
BACT2170,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge
BACT2171,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2172,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge
BACT2173,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2174,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2175,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT2176,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2177,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2178,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
BACT2179,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified
BACT2180,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2181,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified
BACT2182,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
BACT2183,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT2184,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2185,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2186,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT2187,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade
BACT2188,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2189,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2190,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2191,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
BACT2192,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2193,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2194,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2195,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_fa,OM182_clade_ge
BACT2196,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2197,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2198,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
BACT2199,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2200,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2201,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,SG8-4_ge
BACT2202,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2203,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2204,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2205,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2206,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2207,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT2208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2209,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2210,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified
BACT2211,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2212,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2213,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified
BACT2214,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade
BACT2215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter
BACT2216,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2217,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2218,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2219,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2220,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2221,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2222,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
BACT2223,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2224,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2225,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2226,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2227,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2228,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2229,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2230,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT2231,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2232,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2233,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2234,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
BACT2235,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
BACT2236,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified
BACT2237,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2238,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2239,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
BACT2240,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2241,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
BACT2242,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT2243,Bacteria,Margulisbacteria,Margulisbacteria_cl,Margulisbacteria_or,Margulisbacteria_fa,Margulisbacteria_ge
BACT2244,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2245,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2246,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BACT2247,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified
BACT2248,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
BACT2249,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT2250,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BACT2251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2252,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BACT2253,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2254,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
BACT2255,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2256,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
BACT2257,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2258,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT2259,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade,SAR324_clade_fa,SAR324_clade_ge
BACT2260,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2261,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
BACT2262,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2263,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2264,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2265,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group
BACT2266,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2267,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2268,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,SG8-4_ge
BACT3570,Bacteria,Marinimicrobia_,Marinimicrobia__cl,Marinimicrobia__or,Marinimicrobia__fa,Marinimicrobia__ge
BACT3571,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured
BACT3572,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT3573,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified
BACT3574,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT3575,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT3576,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge
BACT3577,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT3578,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
